Suburb,Rooms,Type,Price,Method,SellerG,Postcode,Regionname,Propertycount,Distance,CouncilArea,Sale_Year,Sale_Month
Cheltenham,5,h,1100000.0,VB,Hodges,3192,Southern Metropolitan,9758,17.9,Bayside City Council,2016,6
Braybrook,2,h,670000.0,S,Douglas,3019,Western Metropolitan,3589,8.6,Maribyrnong City Council,2016,8
Ashburton,4,h,1730000.0,SP,hockingstuart,3147,Southern Metropolitan,3052,10.2,Boroondara City Council,2016,6
Preston,2,h,850000.0,SP,Ray,3072,Northern Metropolitan,14577,8.4,Darebin City Council,2018,3
Bentleigh East,2,u,720000.0,S,RT,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,2017,10
Hawthorn East,1,u,400500.0,S,Other,3123,Southern Metropolitan,6482,6.2,Boroondara City Council,2017,5
Niddrie,3,h,960000.0,PI,Barry,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council,2016,7
Epping,3,h,544000.0,S,Harcourts,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,2016,2
Surrey Hills,2,u,724000.0,S,Jellis,3127,Southern Metropolitan,5457,10.2,Boroondara City Council,2017,9
Epping,4,h,740000.0,S,RW,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,2017,12
Other,5,h,2550000.0,PI,RT,3126,Southern Metropolitan,3265,8.4,Boroondara City Council,2017,8
Kensington,2,t,716000.0,SP,Biggin,3031,Northern Metropolitan,5263,3.4,Melbourne City Council,2018,8
Croydon,4,h,901000.0,PI,Ray,3136,Eastern Metropolitan,11925,23.0,Maroondah City Council,2018,3
South Morang,5,h,879000.0,S,RW,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council,2018,9
Gladstone Park,4,h,615000.0,SP,Raine,3043,Western Metropolitan,3285,12.9,Hume City Council,2018,3
Chelsea,6,h,850000.0,PI,Hodges,3196,South-Eastern Metropolitan,3906,27.0,Kingston City Council,2017,5
Mordialloc,2,u,535000.0,S,Hodges,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council,2016,5
Ivanhoe,4,h,1275000.0,PI,Other,3079,Eastern Metropolitan,5549,7.8,Banyule City Council,2017,4
Reservoir,2,t,645000.0,S,Barry,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2018,5
Oakleigh South,6,h,1900000.0,S,Harcourts,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council,2017,3
Nunawading,4,t,1120000.0,SP,Barry,3131,Eastern Metropolitan,4973,15.4,Manningham City Council,2018,7
Sandringham,3,t,1575000.0,S,Buxton,3191,Southern Metropolitan,4497,15.2,Bayside City Council,2016,9
Other,3,h,605000.0,SP,Other,3805,South-Eastern Metropolitan,9376,34.1,Casey City Council,2017,7
Werribee,3,h,472500.0,S,hockingstuart,3030,Western Metropolitan,16166,14.7,Wyndham City Council,2018,4
Surrey Hills,3,u,683000.0,S,Jellis,3127,Southern Metropolitan,5457,10.2,Boroondara City Council,2018,9
Noble Park,3,h,650000.0,S,Other,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council,2017,5
Chelsea,3,t,775000.0,SP,hockingstuart,3196,South-Eastern Metropolitan,3906,27.0,Kingston City Council,2016,8
Mitcham,4,h,1170000.0,VB,Noel,3132,Eastern Metropolitan,6871,17.2,Whitehorse City Council,2016,9
Camberwell,3,u,902500.0,SP,Other,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,2017,11
Northcote,3,u,1150000.0,S,McGrath,3070,Northern Metropolitan,11364,5.3,Darebin City Council,2017,9
Nunawading,2,h,655000.0,PI,Ray,3131,Eastern Metropolitan,4973,15.4,Manningham City Council,2017,4
Balwyn North,4,t,1250000.0,VB,hockingstuart,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,2018,3
Point Cook,4,h,712000.0,S,hockingstuart,3030,Western Metropolitan,15542,14.7,Wyndham City Council,2017,9
Hampton East,3,u,957000.0,S,Buxton,3188,Southern Metropolitan,2356,13.8,Bayside City Council,2017,6
Other,4,h,2720000.0,S,McGrath,3078,Northern Metropolitan,2211,5.7,Darebin City Council,2017,11
South Melbourne,2,u,650000.0,VB,hockingstuart,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council,2017,4
Malvern East,1,u,363500.0,S,Other,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,2018,7
Essendon,5,h,1290000.0,S,Barry,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,2017,9
Highett,4,h,1470000.0,S,Buxton,3190,Southern Metropolitan,4794,16.0,Bayside City Council,2016,5
Flemington,3,h,1200000.0,SP,Nelson,3031,Northern Metropolitan,3593,3.4,Melbourne City Council,2018,6
Wantirna South,3,h,1000000.0,S,Ray,3152,Eastern Metropolitan,7082,14.7,Knox City Council,2018,5
Montmorency,3,h,835000.0,S,Ray,3094,Eastern Metropolitan,3891,16.2,Banyule City Council,2017,8
Other,2,u,525000.0,S,McGrath,3153,Eastern Metropolitan,3598,23.2,Maroondah City Council,2018,5
Mill Park,3,h,551500.0,SP,Barry,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,2017,12
Rosanna,3,t,1206000.0,S,Miles,3084,Eastern Metropolitan,3540,8.9,Banyule City Council,2017,10
Other,2,t,587500.0,S,Barry,3196,South-Eastern Metropolitan,2076,27.0,Kingston City Council,2017,5
Other,4,h,1740000.0,PI,Nelson,3040,Western Metropolitan,1543,7.5,Moonee Valley City Council,2017,4
Broadmeadows,3,h,490000.0,PI,YPA,3047,Northern Metropolitan,4294,14.0,Hume City Council,2016,12
Other,4,h,1330000.0,S,Barry,3133,Eastern Metropolitan,4280,17.2,Whitehorse City Council,2017,5
West Footscray,3,h,720000.0,S,Sweeney,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council,2017,4
Bentleigh East,4,t,1210000.0,S,Buxton,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,2017,4
Greenvale,4,h,750000.0,VB,Barry,3059,Northern Metropolitan,4864,20.4,Hume City Council,2017,12
Surrey Hills,2,u,813000.0,S,Fletchers,3127,Southern Metropolitan,5457,10.2,Boroondara City Council,2016,1
Reservoir,2,t,595000.0,S,Sweeney,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2018,5
Brighton East,3,h,1680000.0,SP,Buxton,3187,Southern Metropolitan,6938,10.3,Bayside City Council,2017,8
Richmond,3,h,951000.0,SP,Jellis,3121,Northern Metropolitan,14949,2.4,Yarra City Council,2017,11
Tullamarine,3,h,570500.0,S,Jason,3043,Western Metropolitan,3296,12.9,Brimbank City Council,2016,9
Bentleigh East,3,h,860000.0,S,Gary,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,2018,6
Parkdale,2,u,625000.0,S,Hodges,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council,2016,8
Frankston,2,u,300000.0,S,Other,3199,South-Eastern Metropolitan,17055,38.0,Frankston City Council,2017,7
Mount Waverley,3,h,1600000.0,PI,Harcourts,3149,Eastern Metropolitan,13366,14.2,Monash City Council,2017,6
Other,4,h,1045000.0,S,Morrison,3095,Eastern Metropolitan,938,18.0,Nillumbik Shire Council,2016,7
Thomastown,3,h,930000.0,S,Ray,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council,2018,4
Elsternwick,4,t,1970000.0,S,Gary,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council,2017,5
Bentleigh East,5,h,1200000.0,VB,hockingstuart,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,2018,6
Maribyrnong,3,t,560000.0,VB,Biggin,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council,2016,2
Other,4,h,2600000.0,S,Nelson,3040,Western Metropolitan,1543,7.5,Moonee Valley City Council,2017,10
Other,4,h,838000.0,S,Barry,3178,South-Eastern Metropolitan,11667,23.5,Knox City Council,2018,10
Mount Waverley,3,u,600000.0,PI,hockingstuart,3149,Eastern Metropolitan,13366,14.2,Monash City Council,2016,8
Reservoir,3,h,690000.0,S,Love,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2018,7
Richmond,1,u,458000.0,S,Biggin,3121,Northern Metropolitan,14949,2.4,Yarra City Council,2017,7
Wyndham Vale,4,h,625000.0,S,YPA,3024,Western Metropolitan,5262,27.2,Wyndham City Council,2017,11
McKinnon,6,h,2010000.0,PI,Ray,3204,Southern Metropolitan,2397,11.4,Glen Eira City Council,2017,10
South Melbourne,4,h,1880000.0,S,Marshall,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council,2018,3
Newport,3,t,885000.0,S,hockingstuart,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council,2018,5
Glenroy,3,h,885000.0,S,Nelson,3046,Northern Metropolitan,8870,11.2,Moreland City Council,2017,12
Glen Iris,3,h,1820000.0,S,Jellis,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,2016,11
Burwood,2,u,604000.0,S,Fletchers,3125,Southern Metropolitan,5678,10.4,Monash City Council,2016,6
Airport West,3,h,858000.0,SP,Raine,3042,Western Metropolitan,3464,10.4,Moonee Valley City Council,2017,7
Sunshine North,3,h,760000.0,SA,Douglas,3020,Western Metropolitan,4217,10.5,Brimbank City Council,2018,8
Other,3,h,862000.0,S,Barry,3153,Eastern Metropolitan,5030,23.2,Knox City Council,2018,1
Coburg North,3,h,950000.0,S,Nelson,3058,Northern Metropolitan,3445,6.7,Darebin City Council,2018,1
Port Melbourne,2,u,950000.0,S,hockingstuart,3207,Southern Metropolitan,8648,3.5,Melbourne City Council,2017,4
Footscray,3,t,781000.0,S,Jas,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council,2016,11
Surrey Hills,4,h,1340000.0,PI,Other,3127,Southern Metropolitan,5457,10.2,Boroondara City Council,2018,9
Keilor East,4,h,920000.0,S,Rendina,3033,Western Metropolitan,5629,11.7,Brimbank City Council,2016,9
Moonee Ponds,2,h,1015000.0,S,Nelson,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,2016,5
Melbourne,2,u,2138000.0,S,Other,3000,Northern Metropolitan,17496,0.0,Melbourne City Council,2016,6
Albert Park,3,h,1406000.0,S,Sweeney,3206,Southern Metropolitan,3280,3.0,Port Phillip City Council,2017,10
Bentleigh East,4,h,1420000.0,S,Jellis,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,2017,12
Thomastown,3,h,580000.0,PI,Harcourts,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council,2017,6
Other,3,t,820000.0,PI,Brad,3041,Western Metropolitan,1308,8.2,Moonee Valley City Council,2017,8
Reservoir,5,h,912000.0,S,Ray,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2017,6
Dandenong North,4,h,610000.0,SP,O'Brien,3175,South-Eastern Metropolitan,8322,24.7,Greater Dandenong City Council,2016,11
Hawthorn,2,u,564000.0,S,hockingstuart,3122,Southern Metropolitan,11308,5.3,Boroondara City Council,2018,3
Footscray,3,u,800000.0,PI,Jas,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council,2018,8
Ascot Vale,3,h,1320000.0,S,Brad,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council,2018,2
Roxburgh Park,3,h,446000.0,S,Raine,3064,Northern Metropolitan,5833,20.6,Hume City Council,2017,4
Other,3,h,593000.0,S,Barry,3021,Western Metropolitan,2878,14.0,Brimbank City Council,2017,9
Preston,4,h,870000.0,S,RW,3072,Northern Metropolitan,14577,8.4,Darebin City Council,2016,11
Reservoir,2,u,565000.0,S,Nelson,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2017,9
Mont Albert,2,u,650000.0,VB,Fletchers,3127,Eastern Metropolitan,2079,10.2,Boroondara City Council,2018,6
Mount Waverley,3,h,1352008.0,SP,Jellis,3149,Eastern Metropolitan,13366,14.2,Monash City Council,2018,6
Doncaster East,3,h,1255000.0,SA,Ray,3109,Eastern Metropolitan,10999,14.3,Manningham City Council,2017,6
Mount Waverley,4,h,1855500.0,S,Jellis,3149,Eastern Metropolitan,13366,14.2,Monash City Council,2016,12
Ascot Vale,2,h,905000.0,S,Brad,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council,2017,10
Blackburn,3,h,1540000.0,S,Jellis,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,2017,3
South Morang,3,h,437500.0,S,Ray,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council,2016,6
Flemington,2,h,860000.0,S,Nelson,3031,Northern Metropolitan,3593,3.4,Melbourne City Council,2016,11
Greenvale,4,h,810000.0,S,Barry,3059,Northern Metropolitan,4864,20.4,Hume City Council,2018,4
Mill Park,4,h,936000.0,S,Love,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,2016,10
Ringwood East,4,h,880000.0,SP,Barry,3135,Eastern Metropolitan,4407,21.3,Maroondah City Council,2016,8
Other,5,h,1356000.0,PI,Ray,3166,Southern Metropolitan,768,12.3,Monash City Council,2016,11
Mentone,2,t,705000.0,S,O'Brien,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,2016,7
Niddrie,3,u,750000.0,S,Barry,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council,2017,10
Bentleigh East,3,t,1300000.0,PI,Buxton,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,2017,10
Brunswick,3,h,1100000.0,VB,Jellis,3056,Northern Metropolitan,11918,5.2,Moreland City Council,2018,3
Other,3,h,650000.0,S,Morrison,3095,Eastern Metropolitan,938,18.0,Nillumbik Shire Council,2016,12
Reservoir,3,h,650000.0,VB,Nelson,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2016,11
Hampton,2,u,615000.0,SP,Buxton,3188,Southern Metropolitan,5454,13.8,Bayside City Council,2018,2
Highett,3,h,975000.0,PI,Ray,3190,Southern Metropolitan,4794,16.0,Bayside City Council,2018,6
Bundoora,3,h,635000.0,SP,Barry,3083,Northern Metropolitan,10175,12.1,Banyule City Council,2016,11
Cheltenham,3,h,800000.0,SP,Buxton,3192,Southern Metropolitan,9758,17.9,Bayside City Council,2017,6
Brighton,2,u,630500.0,S,Kay,3186,Southern Metropolitan,10579,10.5,Bayside City Council,2017,9
Craigieburn,4,h,570000.0,PI,YPA,3064,Northern Metropolitan,15510,20.6,Hume City Council,2017,5
Brunswick,3,h,1100000.0,PI,Woodards,3056,Northern Metropolitan,11918,5.2,Moreland City Council,2018,4
Northcote,3,h,1310000.0,PI,Jellis,3070,Northern Metropolitan,11364,5.3,Darebin City Council,2017,3
Brighton,6,h,2700000.0,S,Kay,3186,Southern Metropolitan,10579,10.5,Bayside City Council,2016,6
Kew,2,u,1005000.0,S,Jellis,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,2017,8
Thornbury,2,u,505000.0,SP,McGrath,3071,Northern Metropolitan,8870,7.0,Darebin City Council,2016,9
Camberwell,4,h,1985000.0,S,Marshall,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,2018,5
Other,4,h,910000.0,PI,Noel,3134,Eastern Metropolitan,3619,19.9,Manningham City Council,2018,3
Clayton South,3,h,875000.0,S,Buxton,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council,2016,10
Camberwell,4,h,1950000.0,PI,Noel,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,2017,11
Balwyn North,6,h,1505000.0,S,hockingstuart,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,2016,5
Bentleigh East,3,h,1215000.0,S,Barry,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,2017,11
Blackburn North,3,h,835000.0,S,Jellis,3130,Eastern Metropolitan,2867,13.4,Whitehorse City Council,2016,7
Reservoir,2,t,420000.0,PI,Barry,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2016,11
Greensborough,3,h,820000.0,VB,Darren,3088,Northern Metropolitan,8524,16.1,Banyule City Council,2018,6
Essendon,4,h,2600000.0,VB,Jellis,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,2018,5
Other,4,h,600000.0,S,hockingstuart,3337,Northern Victoria,6065,31.7,Melton City Council,2017,8
Williamstown,3,h,960000.0,SP,Other,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council,2016,6
Parkdale,3,h,815000.0,S,Buxton,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council,2017,4
Thornbury,2,u,475000.0,S,Nelson,3071,Northern Metropolitan,8870,7.0,Darebin City Council,2018,3
Other,5,h,890000.0,SP,Fletchers,3137,Eastern Metropolitan,962,26.0,Maroondah City Council,2017,5
Oakleigh South,3,t,935000.0,S,Buxton,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council,2016,5
Mitcham,2,h,609000.0,S,Ray,3132,Eastern Metropolitan,6871,17.2,Whitehorse City Council,2018,3
Brunswick,2,u,495000.0,SP,Nelson,3056,Northern Metropolitan,11918,5.2,Moreland City Council,2017,9
Pascoe Vale,2,u,660000.0,S,Brad,3044,Northern Metropolitan,7485,8.5,Moreland City Council,2018,3
Altona,4,h,1295000.0,S,Greg,3018,Western Metropolitan,5301,11.0,Hobsons Bay City Council,2017,4
Sandringham,4,h,2888000.0,S,Marshall,3191,Southern Metropolitan,4497,15.2,Bayside City Council,2018,5
Bundoora,3,h,710000.0,S,Darren,3083,Northern Metropolitan,10175,12.1,Banyule City Council,2017,7
South Yarra,3,h,2400000.0,PI,Williams,3141,Southern Metropolitan,14887,2.7,Melbourne City Council,2016,5
Other,4,h,570000.0,S,Raine,3048,Northern Metropolitan,4704,17.4,Hume City Council,2017,7
Wollert,3,h,472500.0,S,Harcourts,3750,Northern Metropolitan,2940,25.5,Whittlesea City Council,2017,4
Epping,3,u,414000.0,S,Harcourts,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,2016,2
Balwyn,4,h,1800000.0,VB,Fletchers,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,2016,9
Blackburn,3,h,1370000.0,S,RW,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,2018,2
Carnegie,4,h,1775000.0,S,hockingstuart,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,2017,4
Bentleigh East,3,u,1131000.0,S,hockingstuart,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,2016,6
Forest Hill,3,t,890000.0,S,Fletchers,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council,2018,9
Thomastown,3,h,685000.0,SA,Harcourts,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council,2017,7
Carlton,2,u,710000.0,S,Nelson,3053,Northern Metropolitan,6786,1.6,Melbourne City Council,2018,9
Essendon,3,h,1330000.0,S,Nelson,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,2018,7
Hoppers Crossing,2,h,365000.0,S,Ray,3029,Western Metropolitan,13830,18.4,Wyndham City Council,2018,6
Croydon,4,h,695000.0,PI,Ray,3136,Eastern Metropolitan,11925,23.0,Maroondah City Council,2016,5
Fitzroy North,3,h,1400000.0,PI,McGrath,3068,Northern Metropolitan,6244,3.6,Moreland City Council,2017,9
Kew East,4,h,2081000.0,S,Nelson,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,2016,4
South Yarra,2,u,762500.0,S,hockingstuart,3141,Southern Metropolitan,14887,2.7,Melbourne City Council,2017,7
Epping,3,h,480000.0,SP,Barry,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,2017,4
Maribyrnong,2,u,530000.0,S,hockingstuart,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council,2017,5
Other,2,h,765000.0,S,Jellis,3126,Southern Metropolitan,3265,8.4,Boroondara City Council,2017,3
South Morang,4,h,642000.0,S,Ray,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council,2017,6
Carnegie,3,u,783000.0,SP,Other,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,2017,6
Cheltenham,4,h,1120000.0,S,Buxton,3192,Southern Metropolitan,9758,17.9,Bayside City Council,2017,6
Other,2,h,830000.0,S,McGrath,3137,Eastern Metropolitan,4654,26.0,Maroondah City Council,2017,12
Other,3,t,780000.0,VB,Brad,3041,Western Metropolitan,1308,8.2,Moonee Valley City Council,2016,8
Burwood East,3,h,980000.0,S,Barry,3151,Eastern Metropolitan,4048,14.7,Whitehorse City Council,2017,9
Carnegie,3,u,1151000.0,S,Woodards,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,2017,7
Epping,3,u,400000.0,PI,HAR,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,2018,5
Mentone,2,t,858500.0,S,Greg,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,2018,6
Brunswick West,3,u,690000.0,S,hockingstuart,3055,Northern Metropolitan,7082,5.2,Moreland City Council,2017,11
Other,1,u,750000.0,SP,Other,3002,Northern Metropolitan,3040,1.3,Melbourne City Council,2016,5
Glenroy,3,h,730000.0,S,Stockdale,3046,Northern Metropolitan,8870,11.2,Moreland City Council,2017,5
Pascoe Vale,2,u,460000.0,VB,Nelson,3044,Northern Metropolitan,7485,8.5,Moreland City Council,2018,6
Albert Park,3,h,3000000.0,VB,hockingstuart,3206,Southern Metropolitan,3280,3.0,Port Phillip City Council,2018,8
Moonee Ponds,2,h,956000.0,SP,Nelson,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,2016,6
Moonee Ponds,3,h,1683000.0,SP,Rendina,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,2016,6
Bentleigh East,3,h,1175000.0,S,Buxton,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,2018,5
Doreen,4,h,740000.0,S,Barry,3754,Northern Victoria,7254,25.9,Nillumbik Shire Council,2017,12
Essendon,3,t,830000.0,VB,Nelson,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,2017,5
Prahran,2,u,805000.0,S,Jellis,3181,Southern Metropolitan,7717,4.6,Stonnington City Council,2017,5
Pascoe Vale,3,u,760000.0,S,Nelson,3044,Northern Metropolitan,7485,8.5,Moreland City Council,2017,4
Other,5,h,1840000.0,S,Nelson,3040,Western Metropolitan,588,7.5,Moonee Valley City Council,2018,8
Tullamarine,3,h,610000.0,SP,Jason,3043,Western Metropolitan,3296,12.9,Brimbank City Council,2017,10
Cheltenham,3,h,953800.0,S,Buxton,3192,Southern Metropolitan,9758,17.9,Bayside City Council,2016,5
Murrumbeena,3,h,1352500.0,S,Jellis,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council,2018,3
Essendon,3,h,1580000.0,PI,Frank,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,2017,8
Collingwood,1,u,550000.0,S,Jellis,3066,Northern Metropolitan,4553,2.0,Yarra City Council,2017,8
Reservoir,3,h,800000.0,S,Barry,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2016,10
Mentone,1,u,385000.0,S,O'Brien,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,2017,10
South Yarra,3,u,2400000.0,VB,Jellis,3141,Southern Metropolitan,14887,2.7,Melbourne City Council,2017,6
Other,4,h,728000.0,S,Fletchers,3138,Eastern Victoria,8280,26.5,Yarra Ranges Shire Council,2017,10
